Customer Key,First Name,Last Name,Full Name,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,EduLevel,Occupation,DateFirstPurchase,CommuteDistance,CustomerCity,CustomerCountry
28407,Emma,Miller,Emma Miller,1969-04-26,S,Female,30000,3,Partial College,Clerical,2019-05-14,0-1 Miles,Villeneuve-d'Ascq,France
28408,Tasha,Lal,Tasha Lal,1984-04-10,S,Female,20000,0,High School,Manual,2021-05-06,2-5 Miles,Berks,United Kingdom
28409,Bonnie,Rai,Bonnie Rai,1983-03-15,M,Female,20000,0,High School,Manual,2021-02-05,1-2 Miles,Berlin,Germany
28410,Cheryl,Gill,Cheryl Gill,1982-10-19,M,Female,20000,0,High School,Manual,2021-02-20,1-2 Miles,Bracknell,United Kingdom
28411,Jay,Rodriguez,Jay Rodriguez,1982-12-14,S,Male,20000,0,High School,Manual,2021-02-25,2-5 Miles,London,United Kingdom
28412,Walter,Vazquez,Walter Vazquez,1983-02-05,S,Male,20000,0,High School,Manual,2021-02-23,2-5 Miles,Saint Germain en Laye,France
28413,Dalton,Martinez,Dalton Martinez,1981-09-09,M,Male,10000,0,Partial High School,Manual,2021-09-19,0-1 Miles,Gateshead,United Kingdom
28414,Bradley,Luo,Bradley Luo,1983-12-18,S,Male,30000,3,Partial College,Clerical,2019-05-21,0-1 Miles,Metz,France
28415,Melissa,Rogers,Melissa Rogers,1974-12-16,M,Female,40000,1,Bachelors,Skilled Manual,2021-05-17,0-1 Miles,Bury,United Kingdom
28416,Roger,Black,Roger Black,1974-12-16,M,Male,40000,1,Bachelors,Skilled Manual,2021-05-30,0-1 Miles,Wokingham,United Kingdom
28417,Ashlee,Lal,Ashlee Lal,1973-08-14,M,Female,40000,1,Bachelors,Skilled Manual,2021-06-04,0-1 Miles,Bury,United Kingdom
28418,Kelli,Zhu,Kelli Zhu,1967-08-24,M,Female,40000,1,Bachelors,Skilled Manual,2019-06-07,0-1 Miles,Paris,France
28419,Cheryl,Suarez,Cheryl Suarez,1967-08-14,M,Female,40000,1,Bachelors,Skilled Manual,2019-07-15,0-1 Miles,Les Ulis,France
28420,Tracy,Chapman,Tracy Chapman,1968-03-09,M,Female,40000,1,Bachelors,Skilled Manual,2019-07-22,0-1 Miles,Saint-Denis,France
28421,Monica,Gonzalez,Monica Gonzalez,1984-02-12,S,Female,30000,3,Partial College,Clerical,2021-06-12,0-1 Miles,Hof,Germany
28422,Joy,Moyer,Joy Moyer,1983-01-03,S,Female,30000,5,Partial College,Clerical,2021-12-17,0-1 Miles,Pantin,France
28423,Victor,Ortega,Victor Ortega,1983-05-22,S,Male,30000,0,Partial College,Clerical,2021-03-17,2-5 Miles,Duesseldorf,Germany
28424,Neil,Romero,Neil Romero,1982-07-20,S,Male,30000,0,Partial College,Clerical,2021-11-13,0-1 Miles,Bracknell,United Kingdom
28425,Gilbert,Nara,Gilbert Nara,1983-03-21,S,Male,30000,0,Partial College,Clerical,2021-11-01,2-5 Miles,Kirkby,United Kingdom
28426,Melvin,Xie,Melvin Xie,1983-02-15,S,Male,30000,0,Partial College,Clerical,2021-10-11,2-5 Miles,London,United Kingdom
28427,Yolanda,Deng,Yolanda Deng,1982-10-08,S,Female,30000,0,Partial College,Clerical,2021-11-11,0-1 Miles,London,United Kingdom
28428,Ebony,Alvarez,Ebony Alvarez,1982-12-07,S,Female,30000,0,Partial College,Clerical,2021-11-20,2-5 Miles,Milton Keynes,United Kingdom
28429,Devin,Bell,Devin Bell,1982-01-06,S,Male,20000,0,High School,Manual,2021-05-26,1-2 Miles,Lille,France
28430,Armando,Suarez,Armando Suarez,1980-11-29,M,Male,10000,0,Partial High School,Manual,2021-08-05,0-1 Miles,Münster,Germany
28431,Tyrone,Sanz,Tyrone Sanz,1981-05-22,M,Male,10000,0,Partial High School,Manual,2021-08-21,0-1 Miles,Lille,France
28432,Bruce,Carlson,Bruce Carlson,1980-12-21,S,Male,20000,0,High School,Manual,2021-10-29,1-2 Miles,Hamburg,Germany
28433,Deborah,Shen,Deborah Shen,1981-11-22,S,Female,20000,0,High School,Manual,2021-12-22,2-5 Miles,Paris,France
28434,Brian,Lauer,Brian Lauer,1981-08-01,S,Male,30000,0,Partial College,Clerical,2021-06-13,2-5 Miles,Essen,Germany
28435,Edwin,Liu,Edwin Liu,1981-10-09,M,Male,30000,0,Partial College,Clerical,2022-01-20,0-1 Miles,Poing,Germany
28436,Derrick,Carlson,Derrick Carlson,1981-11-29,S,Male,30000,0,Partial College,Clerical,2021-10-31,0-1 Miles,London,United Kingdom
28437,Mary,Smith,Mary Smith,1981-11-11,S,Female,30000,0,Partial College,Clerical,2021-11-30,2-5 Miles,Milton Keynes,United Kingdom
28438,Heidi,Sanchez,Heidi Sanchez,1981-12-30,S,Female,30000,0,Partial College,Clerical,2021-12-04,0-1 Miles,Warrington,United Kingdom
28439,Olivia,Gray,Olivia Gray,1981-05-11,S,Female,20000,0,Partial High School,Manual,2022-01-16,5-10 Miles,Oxford,United Kingdom
28440,Allison,Ramirez,Allison Ramirez,1980-12-02,S,Female,20000,0,Partial High School,Manual,2021-08-23,2-5 Miles,Lille,France
28441,Peter,Nath,Peter Nath,1980-04-14,S,Male,10000,0,Partial High School,Manual,2021-09-19,0-1 Miles,Villeneuve-d'Ascq,France
28442,Phillip,Prasad,Phillip Prasad,1979-11-08,S,Male,20000,0,Partial High School,Manual,2021-03-27,0-1 Miles,Colombes,France
28443,Alfredo,Dominguez,Alfredo Dominguez,1981-06-16,S,Male,30000,0,Partial College,Clerical,2019-08-03,2-5 Miles,Colombes,France
28444,Pedro,Sai,Pedro Sai,1981-05-18,S,Male,30000,0,Partial College,Clerical,2021-03-20,0-1 Miles,Versailles,France
28445,Shaun,She,Shaun She,1981-06-17,S,Male,30000,0,Partial College,Clerical,2021-11-10,0-1 Miles,Bonn,Germany
28446,Mayra,Subram,Mayra Subram,1980-12-01,M,Female,40000,1,Bachelors,Skilled Manual,2021-06-29,1-2 Miles,West Sussex,United Kingdom
28447,Dalton,Walker,Dalton Walker,1978-11-03,S,Male,10000,0,Partial High School,Manual,2021-05-29,1-2 Miles,Drancy,France
28448,Katherine,Campbell,Katherine Campbell,1978-11-08,M,Female,10000,0,Partial High School,Manual,2021-10-03,1-2 Miles,Gateshead,United Kingdom
28449,Jarred,Gill,Jarred Gill,1975-07-10,M,Male,10000,0,Graduate Degree,Manual,2019-08-05,0-1 Miles,Morangis,France
28450,Nelson,Martin,Nelson Martin,1967-08-14,S,Male,10000,1,Bachelors,Manual,2021-02-12,0-1 Miles,Paderborn,Germany
28451,Nichole,Chander,Nichole Chander,1968-02-01,M,Female,20000,1,Graduate Degree,Manual,2021-11-05,0-1 Miles,Gloucestershire,United Kingdom
28452,Alexandra,Young,Alexandra Young,1967-05-03,S,Female,10000,1,Bachelors,Manual,2021-04-15,0-1 Miles,Saint-Denis,France
28453,Valerie,Lin,Valerie Lin,1966-07-09,M,Female,10000,1,Bachelors,Manual,2021-08-03,0-1 Miles,Bottrop,Germany
28454,Shawna,Simpson,Shawna Simpson,1972-05-05,M,Female,10000,1,Bachelors,Manual,2021-06-28,0-1 Miles,Erlangen,Germany
28455,Raymond,Sara,Raymond Sara,1972-06-02,M,Male,10000,1,Bachelors,Manual,2021-05-12,0-1 Miles,Darmstadt,Germany
28456,Todd,Xu,Todd Xu,1972-06-17,M,Male,20000,1,Graduate Degree,Clerical,2021-02-04,0-1 Miles,Orleans,France
28457,Bruce,Gonzalez,Bruce Gonzalez,1941-03-30,S,Male,10000,1,Graduate Degree,Clerical,2021-12-31,0-1 Miles,Bobigny,France
28458,Casey,She,Casey She,1967-12-07,S,Female,30000,4,Graduate Degree,Clerical,2019-09-08,0-1 Miles,Lieusaint,France
28459,Dana,Muñoz,Dana Muñoz,1963-11-11,M,Female,20000,1,Graduate Degree,Clerical,2021-07-30,0-1 Miles,Berks,United Kingdom
28460,Nathan,Powell,Nathan Powell,1963-12-02,M,Male,20000,1,Bachelors,Manual,2021-03-15,0-1 Miles,Dunkerque,France
28461,Joe,Dominguez,Joe Dominguez,1968-09-13,M,Male,10000,1,Partial College,Manual,2021-11-18,0-1 Miles,Dresden,Germany
28462,Kendra,Serrano,Kendra Serrano,1962-09-19,M,Female,10000,1,Partial College,Manual,2021-03-26,0-1 Miles,Drancy,France
28463,Emmanuel,Arun,Emmanuel Arun,1962-12-11,S,Male,10000,1,Partial College,Manual,2021-09-07,0-1 Miles,Reading,United Kingdom
28464,Eddie,Hernandez,Eddie Hernandez,1961-11-08,M,Male,10000,2,Partial College,Manual,2021-12-13,1-2 Miles,Paris,France
28465,Wendy,Serrano,Wendy Serrano,1967-09-14,M,Female,20000,1,Bachelors,Clerical,2021-03-10,0-1 Miles,Bonn,Germany
28466,Marco,Chandra,Marco Chandra,1962-03-21,S,Male,20000,1,Bachelors,Clerical,2022-01-08,0-1 Miles,Roncq,France
28467,Tasha,Tang,Tasha Tang,1971-08-08,M,Female,10000,2,Partial College,Manual,2021-10-07,1-2 Miles,Hamburg,Germany
28468,Melody,Harrison,Melody Harrison,1960-08-28,M,Female,10000,2,Partial College,Manual,2021-05-12,1-2 Miles,Lancaster,United Kingdom
28469,Morgan,Green,Morgan Green,1960-10-01,M,Female,10000,2,Partial College,Manual,2021-10-26,1-2 Miles,York,United Kingdom
28470,Tamara,Tang,Tamara Tang,1959-08-19,M,Female,10000,2,Partial College,Manual,2019-09-04,0-1 Miles,Orly,France
28471,Phillip,Sullivan,Phillip Sullivan,1960-02-21,S,Male,10000,2,Partial College,Manual,2019-09-21,0-1 Miles,Roncq,France
28472,Kellie,Ramos,Kellie Ramos,1944-01-11,M,Female,20000,1,Bachelors,Clerical,2021-06-25,0-1 Miles,Darmstadt,Germany
28473,Bruce,Rodriguez,Bruce Rodriguez,1945-04-22,S,Male,20000,1,Bachelors,Clerical,2021-09-17,0-1 Miles,Newcastle upon Tyne,United Kingdom
28474,Terrence,Nara,Terrence Nara,1946-01-19,S,Male,20000,1,Bachelors,Clerical,2021-12-06,0-1 Miles,High Wycombe,United Kingdom
28475,Bruce,Ramos,Bruce Ramos,1946-12-09,S,Male,10000,2,Partial College,Manual,2021-03-25,2-5 Miles,Dunkerque,France
28476,Bradley,Xie,Bradley Xie,1952-10-08,S,Male,10000,2,Partial College,Manual,2021-11-04,0-1 Miles,Paris,France
28477,Kenneth,Tang,Kenneth Tang,1947-03-03,M,Male,30000,1,Bachelors,Clerical,2021-12-04,0-1 Miles,London,United Kingdom
28478,Riley,Long,Riley Long,1949-04-14,S,Female,10000,3,Partial College,Manual,2019-09-10,1-2 Miles,Lille,France
28479,Marvin,Gomez,Marvin Gomez,1985-12-05,S,Male,10000,0,Partial College,Manual,2021-04-21,0-1 Miles,North Sydney,Australia
28480,Arthur,Vazquez,Arthur Vazquez,1986-02-25,S,Male,10000,0,Partial College,Manual,2021-05-13,1-2 Miles,Lavender Bay,Australia
28481,Kristine,Moreno,Kristine Moreno,1984-07-14,M,Female,10000,0,Partial College,Manual,2021-05-20,2-5 Miles,Springwood,Australia
28482,Jaime,She,Jaime She,1983-08-06,S,Male,10000,0,Partial College,Manual,2021-05-12,0-1 Miles,Brisbane,Australia
28483,Tara,Raje,Tara Raje,1981-10-22,S,Female,10000,1,High School,Manual,2021-05-22,2-5 Miles,Perth,Australia
28484,Harold,Raman,Harold Raman,1985-03-12,M,Male,20000,0,Bachelors,Clerical,2021-05-28,0-1 Miles,Townsville,Australia
28485,Bianca,Wu,Bianca Wu,1983-08-02,S,Female,20000,0,Bachelors,Clerical,2021-05-14,0-1 Miles,Cloverdale,Australia
28486,Rebekah,Chandra,Rebekah Chandra,1984-04-06,M,Female,20000,0,Bachelors,Clerical,2021-06-08,0-1 Miles,Sunbury,Australia
28487,Gerald,Gill,Gerald Gill,1984-04-01,S,Male,20000,0,Bachelors,Clerical,2021-06-27,0-1 Miles,Silverwater,Australia
28488,Reginald,Travers,Reginald Travers,1983-05-06,S,Male,20000,0,Partial College,Manual,2021-06-17,0-1 Miles,Melbourne,Australia
28489,Jeffery,Zhu,Jeffery Zhu,1949-02-23,S,Male,20000,2,Partial College,Manual,2021-07-30,0-1 Miles,Saarbrücken,Germany
28490,Krista,Ramos,Krista Ramos,1949-03-20,S,Female,20000,2,Partial College,Manual,2021-07-07,0-1 Miles,Ingolstadt,Germany
28491,Cassie,Jai,Cassie Jai,1966-10-20,S,Female,20000,1,Partial College,Manual,2019-11-19,0-1 Miles,Paris,France
28492,Bethany,Tang,Bethany Tang,1966-11-04,M,Female,30000,4,Graduate Degree,Clerical,2019-11-09,0-1 Miles,Villeneuve-d'Ascq,France
28493,Morgan,Wilson,Morgan Wilson,1967-05-21,M,Female,30000,4,Graduate Degree,Clerical,2021-07-30,0-1 Miles,Hamburg,Germany
28494,Ross,Martinez,Ross Martinez,1983-10-19,S,Male,30000,4,Graduate Degree,Clerical,2021-07-19,0-1 Miles,Ingolstadt,Germany
28495,Catherine,Morgan,Catherine Morgan,1966-05-19,S,Female,10000,1,High School,Manual,2021-05-07,1-2 Miles,Drancy,France
28496,Adam,Shan,Adam Shan,1971-08-05,S,Male,10000,1,High School,Manual,2021-08-10,2-5 Miles,Metz,France
28497,Alvin,Yang,Alvin Yang,1966-03-11,S,Male,20000,1,Partial College,Manual,2021-07-07,0-1 Miles,Saarbrücken,Germany
28498,Tabitha,Ruiz,Tabitha Ruiz,1970-04-07,S,Female,10000,1,High School,Manual,2021-02-17,2-5 Miles,Verrieres Le Buisson,France
28499,Lydia,Srini,Lydia Srini,1970-12-03,S,Female,20000,2,Partial College,Manual,2021-07-09,1-2 Miles,Berlin,Germany
28500,Jermaine,Gonzalez,Jermaine Gonzalez,1965-05-15,S,Male,20000,2,Partial College,Manual,2021-07-13,2-5 Miles,Berlin,Germany
28501,Gerald,Perez,Gerald Perez,1965-03-03,S,Male,20000,2,Partial College,Manual,2021-08-25,2-5 Miles,Bonn,Germany
28502,Dominique,Jordan,Dominique Jordan,1965-04-09,S,Female,20000,2,Partial College,Manual,2021-07-31,2-5 Miles,Dresden,Germany
28503,Jay,Sanz,Jay Sanz,1970-10-05,S,Male,30000,3,Graduate Degree,Clerical,2021-12-11,0-1 Miles,Milton Keynes,United Kingdom
28504,Reginald,Gomez,Reginald Gomez,1969-09-21,S,Male,20000,2,Partial College,Manual,2019-12-17,2-5 Miles,Paris,France
28505,Barbara,Xie,Barbara Xie,1963-09-05,M,Female,30000,1,Graduate Degree,Clerical,2021-08-22,0-1 Miles,Grevenbroich,Germany
28506,Ruth,Schmidt,Ruth Schmidt,1966-05-04,S,Female,40000,3,Graduate Degree,Clerical,2020-01-11,0-1 Miles,Les Ulis,France
28507,Deanna,Suri,Deanna Suri,1964-12-05,M,Female,30000,3,Bachelors,Clerical,2021-08-20,0-1 Miles,Hannover,Germany
28508,Jaime,Romero,Jaime Romero,1965-04-15,M,Female,30000,0,Bachelors,Clerical,2021-12-11,0-1 Miles,Peterborough,United Kingdom
28509,Audrey,Diaz,Audrey Diaz,1964-08-18,S,Female,30000,0,Bachelors,Clerical,2021-08-14,0-1 Miles,Dresden,Germany
28510,Gregory,Andersen,Gregory Andersen,1964-09-19,S,Male,30000,0,Bachelors,Clerical,2020-01-15,0-1 Miles,Saint Germain en Laye,France
28511,Chase,Rivera,Chase Rivera,1981-03-13,S,Male,20000,0,Partial College,Manual,2021-12-21,2-5 Miles,Gateshead,United Kingdom
28512,Dwayne,Alonso,Dwayne Alonso,1981-11-08,S,Male,20000,0,Partial College,Manual,2020-02-21,2-5 Miles,Paris,France
28513,Molly,Fernandez,Molly Fernandez,1976-01-21,M,Female,20000,0,Partial College,Manual,2021-08-28,1-2 Miles,Frankfurt,Germany
28514,Lisa,Chen,Lisa Chen,1974-12-09,S,Female,10000,2,High School,Manual,2021-04-27,0-1 Miles,Les Ulis,France
28515,Tony,Lal,Tony Lal,1980-12-23,M,Male,10000,2,High School,Manual,2021-12-19,0-1 Miles,London,United Kingdom
28516,Vincent,Lin,Vincent Lin,1975-10-11,S,Male,30000,0,Bachelors,Clerical,2021-12-01,0-1 Miles,London,United Kingdom
28517,Troy,Gonzalez,Troy Gonzalez,1975-01-23,S,Male,20000,0,Partial College,Manual,2021-12-28,2-5 Miles,Lancaster,United Kingdom
28518,Tammy,Sanchez,Tammy Sanchez,1975-05-17,S,Female,30000,0,Bachelors,Clerical,2021-07-31,0-1 Miles,Frankfurt am Main,Germany
28519,Jésus,Ramos,Jésus Ramos,1975-04-14,M,Male,30000,1,Bachelors,Clerical,2020-02-21,1-2 Miles,Colombes,France
28520,Susan,Liang,Susan Liang,1974-10-03,M,Female,40000,0,Graduate Degree,Clerical,2020-02-28,0-1 Miles,Lieusaint,France
28521,Bradley,Tang,Bradley Tang,1975-03-15,S,Male,40000,0,Graduate Degree,Clerical,2021-09-04,0-1 Miles,Duesseldorf,Germany
28522,Rosa,Ma,Rosa Ma,1980-07-03,M,Female,60000,0,Graduate Degree,Skilled Manual,2021-09-25,0-1 Miles,Sulzbach Taunus,Germany
28523,Charles,James,Charles James,1980-01-06,S,Male,60000,0,Graduate Degree,Skilled Manual,2021-06-16,0-1 Miles,Cheltenham,United Kingdom
28524,Paula,Gill,Paula Gill,1975-03-08,M,Female,60000,0,Graduate Degree,Skilled Manual,2021-06-21,0-1 Miles,London,United Kingdom
28525,Dominic,Rodriguez,Dominic Rodriguez,1958-05-04,S,Male,20000,2,Partial College,Manual,2021-12-23,0-1 Miles,Lancaster,United Kingdom
28526,Luke,Yang,Luke Yang,1964-07-05,S,Male,10000,2,High School,Manual,2021-12-21,0-1 Miles,Newcastle upon Tyne,United Kingdom
28527,Dwayne,Rubio,Dwayne Rubio,1973-12-19,S,Male,10000,2,High School,Manual,2021-12-21,0-1 Miles,West Sussex,United Kingdom
28528,Tasha,Chande,Tasha Chande,1979-06-16,M,Female,20000,1,Partial College,Manual,2021-09-23,1-2 Miles,Duesseldorf,Germany
28529,Tara,Chande,Tara Chande,1973-12-06,S,Female,20000,1,Partial College,Manual,2020-02-26,2-5 Miles,Orleans,France
28530,Gavin,Powell,Gavin Powell,1974-03-15,S,Male,20000,1,Partial College,Manual,2021-11-29,0-1 Miles,York,United Kingdom
28531,Jared,Reed,Jared Reed,1974-05-06,S,Male,30000,1,Bachelors,Clerical,2021-09-02,0-1 Miles,Saarlouis,Germany
28532,Tony,Xie,Tony Xie,1974-06-05,M,Male,30000,1,Bachelors,Clerical,2020-02-01,1-2 Miles,Paris,France
28533,Clayton,Sun,Clayton Sun,1976-04-08,S,Male,60000,3,Bachelors,Professional,2021-02-03,5-10 Miles,Springwood,Australia
28534,Sabrina,Romero,Sabrina Romero,1970-12-03,M,Female,60000,3,Bachelors,Professional,2021-07-17,0-1 Miles,Melton,Australia
28535,Leslie,Ferrier,Leslie Ferrier,1979-01-06,S,Female,70000,0,Bachelors,Professional,2021-02-05,5-10 Miles,Geelong,Australia
28536,Martha,Guo,Martha Guo,1969-08-14,M,Female,60000,3,Bachelors,Professional,2021-02-23,5-10 Miles,Bendigo,Australia
28537,Christian,Hayes,Christian Hayes,1932-01-13,S,Male,50000,1,Bachelors,Professional,2021-06-11,0-1 Miles,Brisbane,Australia
28538,Jerome,Sanz,Jerome Sanz,1978-11-16,S,Male,10000,0,Partial High School,Manual,2021-08-24,0-1 Miles,Frankfurt am Main,Germany
28539,Barbara,Zhou,Barbara Zhou,1979-02-02,S,Female,10000,0,Partial High School,Manual,2021-04-12,1-2 Miles,Lille,France
28540,Leah,Zhang,Leah Zhang,1980-05-25,M,Female,30000,0,Partial College,Clerical,2020-02-17,0-1 Miles,Courbevoie,France
28541,Isabella,Perez,Isabella Perez,1979-10-01,S,Female,30000,0,Partial College,Clerical,2020-02-03,2-5 Miles,Saint Germain en Laye,France
28542,Martha,Zhao,Martha Zhao,1985-02-14,S,Female,30000,0,Partial College,Clerical,2021-02-18,2-5 Miles,Orly,France
28543,Roger,Ye,Roger Ye,1980-03-09,S,Male,30000,0,Partial College,Clerical,2021-03-30,1-2 Miles,München,Germany
28544,Nicolas,Shan,Nicolas Shan,1985-04-14,S,Male,30000,0,Partial College,Clerical,2021-10-20,1-2 Miles,Salzgitter,Germany
28545,Micheal,Ramos,Micheal Ramos,1986-03-17,M,Male,20000,0,Partial High School,Manual,2021-06-23,1-2 Miles,Verrieres Le Buisson,France
28546,Alisha,Xu,Alisha Xu,1986-02-23,M,Female,20000,0,Partial High School,Manual,2021-06-29,1-2 Miles,Bobigny,France
28547,April,Shen,April Shen,1986-01-09,S,Female,20000,0,Partial High School,Manual,2020-02-08,0-1 Miles,Paris,France
28548,Krista,Ortega,Krista Ortega,1986-05-17,S,Female,20000,0,Partial High School,Manual,2021-09-01,0-1 Miles,Hamburg,Germany
28549,Lydia,Subram,Lydia Subram,1980-01-22,M,Female,40000,1,Bachelors,Skilled Manual,2021-07-09,1-2 Miles,Warrington,United Kingdom
28550,Wayne,Andersen,Wayne Andersen,1978-06-18,S,Male,10000,0,Partial High School,Manual,2021-11-11,1-2 Miles,Colomiers,France
28551,Warren,Xu,Warren Xu,1978-06-11,S,Male,10000,0,Partial High School,Manual,2021-05-02,1-2 Miles,Dunkerque,France
28552,Holly,Subram,Holly Subram,1978-04-13,S,Female,20000,0,Partial High School,Manual,2021-11-16,0-1 Miles,Reading,United Kingdom
28553,Sabrina,Serrano,Sabrina Serrano,1978-07-22,M,Female,40000,1,Bachelors,Skilled Manual,2020-03-12,0-1 Miles,Saint Ouen,France
28554,Natalie,Sanders,Natalie Sanders,1984-03-07,M,Female,40000,1,Bachelors,Skilled Manual,2021-09-29,1-2 Miles,Bottrop,Germany
28555,Monique,Serrano,Monique Serrano,1979-01-09,M,Female,40000,1,Bachelors,Skilled Manual,2021-09-29,1-2 Miles,Paderborn,Germany
28556,Isabel,Gonzales,Isabel Gonzales,1978-12-18,M,Female,40000,1,Bachelors,Skilled Manual,2021-10-24,1-2 Miles,Solingen,Germany
28557,Casey,Alvarez,Casey Alvarez,1979-05-14,M,Male,40000,1,Bachelors,Skilled Manual,2021-07-11,0-1 Miles,Kirkby,United Kingdom
28558,Dawn,Stone,Dawn Stone,1977-07-02,S,Female,20000,0,Partial High School,Manual,2021-11-30,0-1 Miles,Solingen,Germany
28559,Billy,Gutierrez,Billy Gutierrez,1983-07-24,M,Male,30000,0,High School,Manual,2020-03-10,1-2 Miles,Tremblay-en-France,France
28560,Peggy,Smith,Peggy Smith,1983-04-03,S,Female,30000,0,High School,Manual,2020-03-03,2-5 Miles,Croix,France
28561,Carlos,Kelly,Carlos Kelly,1977-04-13,S,Male,10000,0,Partial High School,Manual,2021-11-23,0-1 Miles,Warrington,United Kingdom
28562,Phillip,Martinez,Phillip Martinez,1978-01-07,M,Male,40000,1,Bachelors,Skilled Manual,2020-03-17,1-2 Miles,Roissy en Brie,France
28563,Dennis,Cai,Dennis Cai,1983-12-23,S,Male,40000,1,Partial College,Clerical,2021-10-08,1-2 Miles,Berlin,Germany
28564,Alisha,Deng,Alisha Deng,1983-09-07,S,Female,40000,2,Partial College,Clerical,2021-11-28,1-2 Miles,Frankfurt,Germany
28565,James,Allen,James Allen,1977-03-13,S,Male,10000,0,Partial High School,Manual,2021-12-24,0-1 Miles,Darmstadt,Germany
28566,Colin,Sun,Colin Sun,1976-12-20,S,Male,20000,0,Partial High School,Manual,2022-01-24,0-1 Miles,Hannover,Germany
28567,Ann,Kapoor,Ann Kapoor,1977-06-21,S,Female,20000,0,Partial High School,Manual,2021-10-31,0-1 Miles,Saint-Denis,France
28568,Daisy,Alonso,Daisy Alonso,1975-10-11,M,Female,40000,2,Partial College,Clerical,2021-11-23,1-2 Miles,Saarlouis,Germany
28569,Dustin,Jai,Dustin Jai,1982-09-21,M,Male,40000,2,Partial College,Clerical,2020-03-07,1-2 Miles,Paris,France
28570,Jenna,Turner,Jenna Turner,1977-06-22,S,Female,40000,2,Partial College,Clerical,2021-07-04,0-1 Miles,Kirkby,United Kingdom
28571,Anna,Torres,Anna Torres,1980-04-10,S,Female,40000,3,Partial College,Clerical,2021-12-20,0-1 Miles,Coronado,United States
28572,Jeffery,Ye,Jeffery Ye,1979-07-02,M,Male,40000,3,Partial College,Clerical,2021-05-08,1-2 Miles,Bellingham,United States
28573,Tyrone,Gill,Tyrone Gill,1979-10-07,S,Male,40000,3,Partial College,Clerical,2019-04-21,1-2 Miles,Burien,United States
28574,Kayla,Flores,Kayla Flores,1979-11-16,S,Female,50000,0,Graduate Degree,Skilled Manual,2019-08-26,1-2 Miles,Oak Bay,Canada
28575,Linda,Gutierrez,Linda Gutierrez,1981-03-03,S,Female,40000,3,Partial College,Clerical,2021-09-08,0-1 Miles,Burnaby,Canada
28576,Sunil,Uppal,Sunil Uppal,1971-10-04,M,Male,80000,0,Graduate Degree,Skilled Manual,2021-10-29,0-1 Miles,Everett,United States
28577,Austin,Harris,Austin Harris,1971-11-05,M,Male,80000,0,Graduate Degree,Skilled Manual,2021-07-23,0-1 Miles,Issaquah,United States
28578,Zoe,Rogers,Zoe Rogers,1983-04-03,S,Female,80000,0,Graduate Degree,Skilled Manual,2022-01-15,0-1 Miles,Lynnwood,United States
28579,Grace,Ross,Grace Ross,1971-12-16,S,Female,80000,0,Graduate Degree,Skilled Manual,2021-12-03,0-1 Miles,Oregon City,United States
28580,Aimee,Liu,Aimee Liu,1977-01-02,M,Female,80000,0,Graduate Degree,Skilled Manual,2019-04-20,1-2 Miles,Bellflower,United States
28581,Allison,Collins,Allison Collins,1960-02-14,S,Female,20000,2,Partial High School,Manual,2021-12-02,0-1 Miles,Haney,Canada
28582,Olivia,Hall,Olivia Hall,1960-02-23,S,Female,20000,3,Partial High School,Clerical,2021-09-28,1-2 Miles,Portland,United States
28583,Ryan,Long,Ryan Long,1959-08-25,M,Male,30000,1,High School,Clerical,2019-04-19,2-5 Miles,Walla Walla,United States
28584,Rolando,Smith,Rolando Smith,1959-10-31,M,Female,30000,1,High School,Clerical,2019-04-16,2-5 Miles,Berkeley,United States
28585,Julian,Russell,Julian Russell,1965-09-30,S,Male,30000,1,High School,Clerical,2021-08-19,5-10 Miles,Burbank,United States
28586,Gabriel,Diaz,Gabriel Diaz,1965-07-19,M,Male,40000,1,Partial College,Clerical,2019-04-18,1-2 Miles,Lemon Grove,United States
28587,Xavier,Harris,Xavier Harris,1959-08-24,M,Male,40000,1,Partial College,Clerical,2019-04-11,1-2 Miles,Mill Valley,United States
28588,Emma,Griffin,Emma Griffin,1959-11-29,M,Female,40000,1,Partial College,Clerical,2019-04-13,1-2 Miles,Torrance,United States
28589,John,Walker,John Walker,1972-06-10,S,Male,20000,3,Partial High School,Clerical,2021-04-10,0-1 Miles,N. Vancouver,Canada
28590,Gabriel,Jai,Gabriel Jai,1961-01-14,S,Male,20000,3,Partial High School,Clerical,2021-03-19,0-1 Miles,Oregon City,United States
28591,Mary,Collins,Mary Collins,1961-02-10,S,Female,20000,3,Partial High School,Clerical,2021-07-27,0-1 Miles,Fremont,United States
28592,Alyssa,Johnson,Alyssa Johnson,1961-01-20,S,Female,20000,3,Partial High School,Clerical,2021-12-14,1-2 Miles,San Gabriel,United States
28593,Faith,Peterson,Faith Peterson,1960-07-06,S,Female,20000,3,Partial High School,Clerical,2021-12-13,1-2 Miles,Newport Beach,United States
28594,Sydney,Cooper,Sydney Cooper,1966-05-04,S,Female,20000,3,Partial High School,Clerical,2021-08-13,1-2 Miles,W. Linn,United States
28595,Xavier,James,Xavier James,1960-08-08,S,Male,20000,3,Partial High School,Clerical,2021-04-09,0-1 Miles,Lemon Grove,United States
28596,Haley,Butler,Haley Butler,1961-04-03,S,Female,20000,3,Partial High School,Clerical,2021-12-14,1-2 Miles,Redwood City,United States
